gender,top,top_og,selection_rate,disparate_impact_ratio,job,model,rank,name_bundle,job_bundle
M,1939,2051,0.49063765182186236,0.9632389468455043,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,rozado
W,2013,1901,0.5093623481781376,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,rozado
M,1908,2012,0.4928958925342289,0.9719816607233824,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,wen
W,1963,1859,0.5071041074657712,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,wen
M,1860,1947,0.4929764113437583,0.9722948248823836,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,wang
W,1913,1826,0.5070235886562418,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,wang
M,1950,2063,0.49019607843137253,0.9615384615384616,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,karvonen
W,2028,1915,0.5098039215686274,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,karvonen
M,899,1037,0.44994994994994997,0.8180163785259327,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,zollo
W,1099,961,0.55005005005005,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,zollo
M,1732,1956,0.46014877789585545,0.8523622047244095,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,yin
W,2032,1808,0.5398512221041445,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,rozado,yin
M,2036,2037,0.5106596438424881,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,armstrong
W,1951,1950,0.4893403561575119,0.9582514734774067,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,armstrong
M,2005,2033,0.5045294413688979,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,rozado
W,1969,1941,0.4954705586311022,0.9820448877805485,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,rozado
M,1973,2028,0.49760403530895336,0.9904618473895583,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,wen
W,1992,1937,0.5023959646910466,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,wen
M,1984,2041,0.49736776134369515,0.9895261845386534,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,wang
W,2005,1948,0.5026322386563048,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,wang
M,1988,2035,0.4992466097438473,0.9969909729187562,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,karvonen
W,1994,1947,0.5007533902561527,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,karvonen
M,894,1019,0.44856999498243855,0.813466787989081,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,zollo
W,1099,974,0.5514300050175615,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,zollo
M,1870,2038,0.46867167919799496,0.8820754716981132,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,yin
W,2120,1952,0.531328320802005,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wen,yin
M,1967,1967,0.5198202959830867,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,armstrong
W,1817,1817,0.48017970401691334,0.923741738688358,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,armstrong
M,2070,2070,0.5214105793450882,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,rozado
W,1900,1900,0.47858942065491183,0.9178743961352657,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,rozado
M,2022,2022,0.5184615384615384,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,wen
W,1878,1878,0.4815384615384615,0.9287833827893176,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,wen
M,2073,2073,0.5211161387631976,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,wang
W,1905,1905,0.47888386123680243,0.918958031837916,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,wang
M,1943,1943,0.5245680345572354,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,karvonen
W,1761,1761,0.47543196544276456,0.9063304168811116,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,karvonen
M,963,963,0.5160771704180064,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,zollo
W,903,903,0.48392282958199356,0.9376947040498443,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,zollo
M,2069,2069,0.5198492462311558,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,yin
W,1911,1911,0.4801507537688442,0.9236346060898984,ALL,meta-llama-3.3-70b-instruct-turbo,1,wang,yin
M,1811,1807,0.4934604904632153,0.9741796664873589,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,armstrong
W,1859,1863,0.5065395095367847,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,armstrong
M,1949,1972,0.48810418231905833,0.9535225048923679,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,rozado
W,2044,2021,0.5118958176809416,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,rozado
M,1984,1972,0.4969939879759519,0.9880478087649404,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,wen
W,2008,2020,0.503006012024048,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,wen
M,1788,1806,0.4921552436003303,0.9691056910569107,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,wang
W,1845,1827,0.5078447563996696,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,wang
M,1817,1876,0.47979931344071824,0.9223350253807107,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,karvonen
W,1970,1911,0.5202006865592818,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,karvonen
M,919,988,0.45995995995996,0.8517145505097313,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,zollo
W,1079,1010,0.54004004004004,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,zollo
M,1877,1974,0.4703081934352293,0.8878902554399243,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,yin
W,2114,2017,0.5296918065647708,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,seshadri,yin
M,1987,1986,0.4987449799196787,0.9949924887330995,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,armstrong
W,1997,1998,0.5012550200803213,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,armstrong
M,1912,1920,0.4970106576553158,0.9881136950904392,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,rozado
W,1935,1927,0.5029893423446842,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,rozado
M,1983,1984,0.4987424547283702,0.994982438534872,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,wen
W,1993,1992,0.5012575452716298,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,wen
M,1940,1879,0.5147253913504909,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,wang
W,1829,1890,0.48527460864950916,0.9427835051546392,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,wang
M,1956,1932,0.5055569914706642,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,karvonen
W,1913,1937,0.49444300852933576,0.9780163599182005,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,karvonen
M,867,928,0.4648793565683646,0.8687374749498998,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,zollo
W,998,937,0.5351206434316353,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,zollo
M,1854,1992,0.46466165413533833,0.8679775280898876,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,yin
W,2136,1998,0.5353383458646617,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,karvonen,yin
M,1896,1905,0.4743557668251188,0.9024274155164207,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,armstrong
W,2101,2092,0.5256442331748812,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,armstrong
M,1864,1898,0.4681064791562029,0.8800755429650614,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,rozado
W,2118,2084,0.531893520843797,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,rozado
M,1944,1905,0.48660826032540677,0.9478303266699171,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,wen
W,2051,2090,0.5133917396745933,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,wen
M,1950,1905,0.48847695390781565,0.9549461312438786,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,wang
W,2042,2087,0.5115230460921844,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,wang
M,1914,1900,0.4800601956358164,0.9232995658465991,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,karvonen
W,2073,2087,0.5199398043641836,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,karvonen
M,936,952,0.46870305458187284,0.882186616399623,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,zollo
W,1061,1045,0.5312969454181272,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,zollo
M,1834,1906,0.45918878317476214,0.8490740740740741,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,yin
W,2160,2088,0.5408112168252378,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,zollo,yin
M,1881,1883,0.4757207890743551,0.9073806078147613,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,armstrong
W,2073,2071,0.5242792109256449,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,armstrong
M,1865,1906,0.4667167167167167,0.8751759737212575,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,rozado
W,2131,2090,0.5332832832832833,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,rozado
M,1937,1903,0.48582894406822175,0.9448780487804879,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,wen
W,2050,2084,0.5141710559317783,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,wen
M,1885,1905,0.472786556308001,0.8967649857278782,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,wang
W,2102,2082,0.527213443691999,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,wang
M,1832,1833,0.47683498178032274,0.9114427860696518,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,karvonen
W,2010,2009,0.5231650182196772,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,karvonen
M,916,953,0.45845845845845845,0.8465804066543438,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,zollo
W,1082,1045,0.5415415415415415,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,zollo
M,1838,1905,0.46030553468569996,0.8529002320185615,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,yin
W,2155,2088,0.5396944653143,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,yin,yin
M,2109,2111,0.5291018564977421,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,armstrong
W,1877,1875,0.4708981435022579,0.889995258416311,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,armstrong
M,1944,2087,0.4940279542566709,0.9763937719738824,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,rozado
W,1991,1848,0.5059720457433291,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,rozado
M,1956,2094,0.49356548069644207,0.9745889387144993,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,wen
W,2007,1869,0.5064345193035579,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,wen
M,2006,2108,0.5045271629778671,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,wang
W,1970,1868,0.4954728370221328,0.9820538384845464,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,wang
M,1906,2019,0.5006566850538482,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,karvonen
W,1901,1788,0.4993433149461518,0.9973767051416579,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,karvonen
M,952,1060,0.4762381190595298,0.9092645654250239,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,zollo
W,1047,939,0.5237618809404703,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,zollo
M,1944,2119,0.48624312156078037,0.9464459591041869,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,yin
W,2054,1879,0.5137568784392196,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,gaeb,yin
M,2072,2075,0.5182591295647824,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,armstrong
W,1926,1923,0.4817408704352176,0.9295366795366796,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,armstrong
M,1912,2073,0.4785982478097622,0.9179068650984158,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,rozado
W,2083,1922,0.5214017521902378,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,rozado
M,1948,2007,0.5038799793067771,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,wen
W,1918,1859,0.496120020693223,0.9845995893223818,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,wen
M,1914,2061,0.48235887096774194,0.931840311587147,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,wang
W,2054,1907,0.5176411290322581,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,wang
M,1946,2067,0.4884538152610442,0.9548577036310107,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,karvonen
W,2038,1917,0.5115461847389559,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,karvonen
M,814,1038,0.407,0.6863406408094435,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,zollo
W,1186,962,0.593,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,zollo
M,1807,2075,0.4522022022022022,0.82549109182275,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,yin
W,2189,1921,0.5477977977977978,1.0,ALL,meta-llama-3.3-70b-instruct-turbo,1,lippens,yin
M,1940,1988,0.485,0.9417475728155339,ALL,mistral-7b-v0.3,1,armstrong,armstrong
W,2060,2012,0.515,1.0,ALL,mistral-7b-v0.3,1,armstrong,armstrong
M,1911,1912,0.4973971889640812,0.9896426721905749,ALL,mistral-7b-v0.3,1,armstrong,rozado
W,1931,1930,0.5026028110359188,1.0,ALL,mistral-7b-v0.3,1,armstrong,rozado
M,2026,1988,0.5065,1.0,ALL,mistral-7b-v0.3,1,armstrong,wen
W,1974,2012,0.4935,0.9743336623889438,ALL,mistral-7b-v0.3,1,armstrong,wen
M,1997,1980,0.5012550200803213,1.0,ALL,mistral-7b-v0.3,1,armstrong,wang
W,1987,2004,0.4987449799196787,0.9949924887330995,ALL,mistral-7b-v0.3,1,armstrong,wang
M,1897,1987,0.474368592148037,0.9024738344433874,ALL,mistral-7b-v0.3,1,armstrong,karvonen
W,2102,2012,0.5256314078519629,1.0,ALL,mistral-7b-v0.3,1,armstrong,karvonen
M,988,994,0.494,0.9762845849802372,ALL,mistral-7b-v0.3,1,armstrong,zollo
W,1012,1006,0.506,1.0,ALL,mistral-7b-v0.3,1,armstrong,zollo
M,1834,1988,0.4585,0.8467220683287165,ALL,mistral-7b-v0.3,1,armstrong,yin
W,2166,2012,0.5415,1.0,ALL,mistral-7b-v0.3,1,armstrong,yin
M,2050,2076,0.5125,1.0,ALL,mistral-7b-v0.3,1,rozado,armstrong
W,1950,1924,0.4875,0.951219512195122,ALL,mistral-7b-v0.3,1,rozado,armstrong
M,2050,2058,0.5172848851879889,1.0,ALL,mistral-7b-v0.3,1,rozado,rozado
W,1913,1905,0.4827151148120111,0.9331707317073171,ALL,mistral-7b-v0.3,1,rozado,rozado
M,2043,2076,0.51075,1.0,ALL,mistral-7b-v0.3,1,rozado,wen
W,1957,1924,0.48925,0.9579050416054821,ALL,mistral-7b-v0.3,1,rozado,wen
M,2027,2075,0.5070035017508754,1.0,ALL,mistral-7b-v0.3,1,rozado,wang
W,1971,1923,0.49299649824912456,0.9723729649728664,ALL,mistral-7b-v0.3,1,rozado,wang
M,1902,2037,0.48433919022154315,0.9392592592592592,ALL,mistral-7b-v0.3,1,rozado,karvonen
W,2025,1890,0.5156608097784569,1.0,ALL,mistral-7b-v0.3,1,rozado,karvonen
M,1013,1038,0.5065,1.0,ALL,mistral-7b-v0.3,1,rozado,zollo
W,987,962,0.4935,0.9743336623889438,ALL,mistral-7b-v0.3,1,rozado,zollo
M,1854,2075,0.463615903975994,0.8643356643356642,ALL,mistral-7b-v0.3,1,rozado,yin
W,2145,1924,0.536384096024006,1.0,ALL,mistral-7b-v0.3,1,rozado,yin
M,1995,2044,0.49875,0.9950124688279303,ALL,mistral-7b-v0.3,1,wen,armstrong
W,2005,1956,0.50125,1.0,ALL,mistral-7b-v0.3,1,wen,armstrong
M,2000,2002,0.5102040816326531,1.0,ALL,mistral-7b-v0.3,1,wen,rozado
W,1920,1918,0.4897959183673469,0.96,ALL,mistral-7b-v0.3,1,wen,rozado
M,2038,2044,0.5095,1.0,ALL,mistral-7b-v0.3,1,wen,wen
W,1962,1956,0.4905,0.9627085377821394,ALL,mistral-7b-v0.3,1,wen,wen
M,2016,2044,0.5041260315078769,1.0,ALL,mistral-7b-v0.3,1,wen,wang
W,1983,1955,0.495873968492123,0.9836309523809524,ALL,mistral-7b-v0.3,1,wen,wang
M,1951,2044,0.48775,0.9521717911176184,ALL,mistral-7b-v0.3,1,wen,karvonen
W,2049,1956,0.51225,1.0,ALL,mistral-7b-v0.3,1,wen,karvonen
M,1011,1022,0.5055,1.0,ALL,mistral-7b-v0.3,1,wen,zollo
W,989,978,0.4945,0.9782393669634026,ALL,mistral-7b-v0.3,1,wen,zollo
M,1841,2044,0.4603650912728182,0.8531047265987025,ALL,mistral-7b-v0.3,1,wen,yin
W,2158,1955,0.5396349087271818,1.0,ALL,mistral-7b-v0.3,1,wen,yin
M,2084,2084,0.521,1.0,ALL,mistral-7b-v0.3,1,wang,armstrong
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-7b-v0.3,1,wang,armstrong
M,2084,2084,0.5211302825706426,1.0,ALL,mistral-7b-v0.3,1,wang,rozado
W,1915,1915,0.47886971742935736,0.9189059500959693,ALL,mistral-7b-v0.3,1,wang,rozado
M,2081,2081,0.52090112640801,1.0,ALL,mistral-7b-v0.3,1,wang,wen
W,1914,1914,0.47909887359199,0.9197501201345507,ALL,mistral-7b-v0.3,1,wang,wen
M,2077,2077,0.5204209471310448,1.0,ALL,mistral-7b-v0.3,1,wang,wang
W,1914,1914,0.47957905286895514,0.9215214251324025,ALL,mistral-7b-v0.3,1,wang,wang
M,2048,2048,0.5204574332909784,1.0,ALL,mistral-7b-v0.3,1,wang,karvonen
W,1887,1887,0.4795425667090216,0.9213867187500001,ALL,mistral-7b-v0.3,1,wang,karvonen
M,1042,1042,0.521,1.0,ALL,mistral-7b-v0.3,1,wang,zollo
W,958,958,0.479,0.9193857965451055,ALL,mistral-7b-v0.3,1,wang,zollo
M,2084,2084,0.521,1.0,ALL,mistral-7b-v0.3,1,wang,yin
W,1916,1916,0.479,0.9193857965451055,ALL,mistral-7b-v0.3,1,wang,yin
M,1819,1811,0.49808324205914567,0.9923622476813966,ALL,mistral-7b-v0.3,1,seshadri,armstrong
W,1833,1841,0.5019167579408543,1.0,ALL,mistral-7b-v0.3,1,seshadri,armstrong
M,1968,1976,0.492,0.968503937007874,ALL,mistral-7b-v0.3,1,seshadri,rozado
W,2032,2024,0.508,1.0,ALL,mistral-7b-v0.3,1,seshadri,rozado
M,1977,1974,0.49449724862431216,0.9782285997031172,ALL,mistral-7b-v0.3,1,seshadri,wen
W,2021,2024,0.5055027513756879,1.0,ALL,mistral-7b-v0.3,1,seshadri,wen
M,1960,1976,0.49,0.9607843137254901,ALL,mistral-7b-v0.3,1,seshadri,wang
W,2040,2024,0.51,1.0,ALL,mistral-7b-v0.3,1,seshadri,wang
M,1852,1934,0.47305236270753515,0.8977217644207466,ALL,mistral-7b-v0.3,1,seshadri,karvonen
W,2063,1981,0.5269476372924649,1.0,ALL,mistral-7b-v0.3,1,seshadri,karvonen
M,919,942,0.48241469816272964,0.932048681541582,ALL,mistral-7b-v0.3,1,seshadri,zollo
W,986,963,0.5175853018372704,1.0,ALL,mistral-7b-v0.3,1,seshadri,zollo
M,1906,1975,0.47661915478869715,0.9106545628284759,ALL,mistral-7b-v0.3,1,seshadri,yin
W,2093,2024,0.5233808452113028,1.0,ALL,mistral-7b-v0.3,1,seshadri,yin
M,1955,1996,0.48887221805451364,0.9564579256360078,ALL,mistral-7b-v0.3,1,karvonen,armstrong
W,2044,2003,0.5111277819454864,1.0,ALL,mistral-7b-v0.3,1,karvonen,armstrong
M,1984,1995,0.49612403100775193,0.9846153846153846,ALL,mistral-7b-v0.3,1,karvonen,rozado
W,2015,2004,0.5038759689922481,1.0,ALL,mistral-7b-v0.3,1,karvonen,rozado
M,1976,1996,0.494,0.9762845849802372,ALL,mistral-7b-v0.3,1,karvonen,wen
W,2024,2004,0.506,1.0,ALL,mistral-7b-v0.3,1,karvonen,wen
M,1882,1876,0.5029396044895778,1.0,ALL,mistral-7b-v0.3,1,karvonen,wang
W,1860,1866,0.49706039551042225,0.9883103081827843,ALL,mistral-7b-v0.3,1,karvonen,wang
M,1952,1996,0.488,0.953125,ALL,mistral-7b-v0.3,1,karvonen,karvonen
W,2048,2004,0.512,1.0,ALL,mistral-7b-v0.3,1,karvonen,karvonen
M,993,998,0.4965,0.9860973187686197,ALL,mistral-7b-v0.3,1,karvonen,zollo
W,1007,1002,0.5035,1.0,ALL,mistral-7b-v0.3,1,karvonen,zollo
M,1856,1996,0.464,0.8656716417910447,ALL,mistral-7b-v0.3,1,karvonen,yin
W,2144,2004,0.536,1.0,ALL,mistral-7b-v0.3,1,karvonen,yin
M,1666,1788,0.4452164617851416,0.802504816955684,ALL,mistral-7b-v0.3,1,zollo,armstrong
W,2076,1954,0.5547835382148584,1.0,ALL,mistral-7b-v0.3,1,zollo,armstrong
M,1844,1885,0.4668354430379747,0.8755935422602089,ALL,mistral-7b-v0.3,1,zollo,rozado
W,2106,2065,0.5331645569620254,1.0,ALL,mistral-7b-v0.3,1,zollo,rozado
M,1940,1900,0.4871923656454043,0.9500489715964741,ALL,mistral-7b-v0.3,1,zollo,wen
W,2042,2082,0.5128076343545956,1.0,ALL,mistral-7b-v0.3,1,zollo,wen
M,1960,1908,0.49012253063265815,0.9612555174104954,ALL,mistral-7b-v0.3,1,zollo,wang
W,2039,2091,0.5098774693673418,1.0,ALL,mistral-7b-v0.3,1,zollo,wang
M,1800,1854,0.46367851622874806,0.8645533141210375,ALL,mistral-7b-v0.3,1,zollo,karvonen
W,2082,2028,0.5363214837712519,1.0,ALL,mistral-7b-v0.3,1,zollo,karvonen
M,941,954,0.4705,0.8885741265344664,ALL,mistral-7b-v0.3,1,zollo,zollo
W,1059,1046,0.5295,1.0,ALL,mistral-7b-v0.3,1,zollo,zollo
M,1776,1908,0.444,0.7985611510791366,ALL,mistral-7b-v0.3,1,zollo,yin
W,2224,2092,0.556,1.0,ALL,mistral-7b-v0.3,1,zollo,yin
M,1864,1908,0.466,0.8726591760299626,ALL,mistral-7b-v0.3,1,yin,armstrong
W,2136,2092,0.534,1.0,ALL,mistral-7b-v0.3,1,yin,armstrong
M,1895,1907,0.4739869934967484,0.9010936757013789,ALL,mistral-7b-v0.3,1,yin,rozado
W,2103,2091,0.5260130065032517,1.0,ALL,mistral-7b-v0.3,1,yin,rozado
M,1881,1868,0.4819369715603382,0.9302670623145401,ALL,mistral-7b-v0.3,1,yin,wen
W,2022,2035,0.5180630284396618,1.0,ALL,mistral-7b-v0.3,1,yin,wen
M,1971,1908,0.49275,0.9714144898965008,ALL,mistral-7b-v0.3,1,yin,wang
W,2029,2092,0.50725,1.0,ALL,mistral-7b-v0.3,1,yin,wang
M,1843,1905,0.4610958218663998,0.8556174558960074,ALL,mistral-7b-v0.3,1,yin,karvonen
W,2154,2092,0.5389041781336003,1.0,ALL,mistral-7b-v0.3,1,yin,karvonen
M,917,924,0.4729241877256318,0.8972602739726027,ALL,mistral-7b-v0.3,1,yin,zollo
W,1022,1015,0.5270758122743683,1.0,ALL,mistral-7b-v0.3,1,yin,zollo
M,1828,1908,0.457,0.8416206261510129,ALL,mistral-7b-v0.3,1,yin,yin
W,2172,2092,0.543,1.0,ALL,mistral-7b-v0.3,1,yin,yin
M,2063,2120,0.51575,1.0,ALL,mistral-7b-v0.3,1,gaeb,armstrong
W,1937,1880,0.48425,0.9389238972370334,ALL,mistral-7b-v0.3,1,gaeb,armstrong
M,2071,2106,0.521006289308176,1.0,ALL,mistral-7b-v0.3,1,gaeb,rozado
W,1904,1869,0.4789937106918239,0.9193626267503622,ALL,mistral-7b-v0.3,1,gaeb,rozado
M,2052,2120,0.513,1.0,ALL,mistral-7b-v0.3,1,gaeb,wen
W,1948,1880,0.487,0.949317738791423,ALL,mistral-7b-v0.3,1,gaeb,wen
M,2084,2120,0.521,1.0,ALL,mistral-7b-v0.3,1,gaeb,wang
W,1916,1880,0.479,0.9193857965451055,ALL,mistral-7b-v0.3,1,gaeb,wang
M,1987,2100,0.5018944177822683,1.0,ALL,mistral-7b-v0.3,1,gaeb,karvonen
W,1972,1859,0.49810558221773177,0.9924509310518369,ALL,mistral-7b-v0.3,1,gaeb,karvonen
M,1001,1024,0.5191908713692946,1.0,ALL,mistral-7b-v0.3,1,gaeb,zollo
W,927,904,0.4808091286307054,0.926073926073926,ALL,mistral-7b-v0.3,1,gaeb,zollo
M,1979,2120,0.49475,0.9792182088075211,ALL,mistral-7b-v0.3,1,gaeb,yin
W,2021,1880,0.50525,1.0,ALL,mistral-7b-v0.3,1,gaeb,yin
M,1956,2076,0.489,0.9569471624266145,ALL,mistral-7b-v0.3,1,lippens,armstrong
W,2044,1924,0.511,1.0,ALL,mistral-7b-v0.3,1,lippens,armstrong
M,2048,2064,0.5145728643216081,1.0,ALL,mistral-7b-v0.3,1,lippens,rozado
W,1932,1916,0.48542713567839196,0.9433593749999999,ALL,mistral-7b-v0.3,1,lippens,rozado
M,1992,2026,0.5105074320861097,1.0,ALL,mistral-7b-v0.3,1,lippens,wen
W,1910,1876,0.4894925679138903,0.9588353413654618,ALL,mistral-7b-v0.3,1,lippens,wen
M,2012,2075,0.5031257814453614,1.0,ALL,mistral-7b-v0.3,1,lippens,wang
W,1987,1924,0.49687421855463865,0.9875745526838966,ALL,mistral-7b-v0.3,1,lippens,wang
M,1917,2017,0.49128651973347004,0.965743073047859,ALL,mistral-7b-v0.3,1,lippens,karvonen
W,1985,1885,0.50871348026653,1.0,ALL,mistral-7b-v0.3,1,lippens,karvonen
M,1015,1038,0.5075,1.0,ALL,mistral-7b-v0.3,1,lippens,zollo
W,985,962,0.4925,0.9704433497536946,ALL,mistral-7b-v0.3,1,lippens,zollo
M,1803,2076,0.45075,0.8206645425580337,ALL,mistral-7b-v0.3,1,lippens,yin
W,2197,1924,0.54925,1.0,ALL,mistral-7b-v0.3,1,lippens,yin
